time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1.39E+00,0.007,0.016,0.04,2.41E-03,8.68E-03,1.63E-02,0.004,0.004,0.018,0.016,6.05E-03,1.41E-03,1.21E-03,0.311,0.018,0.006,2.79E-03,3.40E-04,0.011,0.057,1.47E-04,0.006,0.003,0.011,2.47E-02,0.09,2.56E-04,4.61E-04,0.004,0.008,2.58E-04,0.033,7.17E-04,1.56E-04,0.095,0.025,0.063,0.03,7.97E-03,1.08E-02,4.87E-02,0.058,8.15E-03,4.66E-03,0.01,0.345,0.085,0.055,3.99E-03,0.004,0.091,0.004,0.024,0.078,0.105,0.013,0.038,1.15E-03,0.086,0.025
1.39E+00,0.007,0.016,0.04,2.19E-03,9.29E-03,1.66E-02,0.004,0.005,0.018,0.016,5.49E-03,1.41E-03,1.21E-03,0.309,0.018,0.006,2.75E-03,3.31E-04,0.011,0.063,1.47E-04,0.005,0.003,0.011,2.48E-02,0.09,2.56E-04,4.50E-04,0.004,0.008,2.57E-04,0.031,7.17E-04,1.61E-04,0.09,0.025,0.063,0.03,7.91E-03,1.09E-02,4.64E-02,0.056,7.99E-03,4.71E-03,0.01,0.347,0.085,0.054,3.91E-03,0.004,0.091,0.004,0.024,0.083,0.1,0.012,0.043,1.07E-03,0.082,0.025
1.39E+00,0.007,0.016,0.04,2.10E-03,9.17E-03,1.69E-02,0.004,0.005,0.018,0.016,4.95E-03,1.40E-03,1.22E-03,0.307,0.018,0.006,2.72E-03,3.30E-04,0.011,0.07,1.45E-04,0.005,0.003,0.011,2.50E-02,0.09,2.46E-04,4.42E-04,0.003,0.008,2.57E-04,0.029,7.09E-04,1.61E-04,0.086,0.025,0.065,0.03,7.87E-03,1.07E-02,4.43E-02,0.055,8.05E-03,4.74E-03,0.009,0.348,0.087,0.053,3.90E-03,0.004,0.091,0.004,0.025,0.089,0.094,0.013,0.048,9.90E-04,0.077,0.025
1.39E+00,0.007,0.016,0.04,2.07E-03,9.65E-03,1.71E-02,0.004,0.005,0.018,0.016,4.45E-03,1.44E-03,1.25E-03,0.305,0.017,0.006,2.68E-03,3.23E-04,0.011,0.075,1.41E-04,0.005,0.003,0.01,2.49E-02,0.091,2.33E-04,4.47E-04,0.003,0.008,2.60E-04,0.027,7.20E-04,1.63E-04,0.083,0.026,0.066,0.029,7.75E-03,1.02E-02,4.24E-02,0.054,8.21E-03,4.77E-03,0.009,0.348,0.091,0.053,3.90E-03,0.005,0.091,0.004,0.024,0.095,0.089,0.013,0.053,9.21E-04,0.072,0.025
1.39E+00,0.007,0.016,0.039,1.95E-03,9.63E-03,1.73E-02,0.004,0.005,0.018,0.016,4.02E-03,1.44E-03,1.25E-03,0.304,0.017,0.006,2.63E-03,3.21E-04,0.01,0.079,1.41E-04,0.004,0.003,0.01,2.45E-02,0.092,2.34E-04,4.68E-04,0.003,0.008,2.59E-04,0.025,7.04E-04,1.64E-04,0.079,0.026,0.067,0.029,7.60E-03,9.49E-03,4.08E-02,0.053,8.51E-03,4.80E-03,0.008,0.347,0.097,0.053,3.82E-03,0.005,0.09,0.004,0.024,0.1,0.084,0.012,0.057,8.68E-04,0.068,0.026
1.39E+00,0.008,0.017,0.038,1.77E-03,9.21E-03,1.74E-02,0.004,0.005,0.018,0.016,3.69E-03,1.43E-03,1.25E-03,0.302,0.017,0.006,2.67E-03,3.10E-04,0.01,0.08,1.38E-04,0.004,0.003,0.01,2.42E-02,0.091,2.44E-04,4.73E-04,0.003,0.008,2.59E-04,0.023,6.85E-04,1.67E-04,0.077,0.026,0.066,0.029,7.52E-03,8.84E-03,3.96E-02,0.053,8.88E-03,4.78E-03,0.008,0.347,0.104,0.054,3.81E-03,0.005,0.09,0.004,0.023,0.103,0.08,0.012,0.059,8.30E-04,0.065,0.026
1.39E+00,0.008,0.017,0.037,1.57E-03,9.04E-03,1.75E-02,0.004,0.005,0.018,0.016,3.45E-03,1.40E-03,1.27E-03,0.302,0.016,0.007,2.76E-03,3.05E-04,0.01,0.08,1.31E-04,0.004,0.003,0.01,2.39E-02,0.09,2.45E-04,4.80E-04,0.003,0.008,2.57E-04,0.021,6.65E-04,1.77E-04,0.075,0.026,0.065,0.029,7.59E-03,8.33E-03,3.88E-02,0.053,9.13E-03,4.78E-03,0.008,0.348,0.113,0.054,3.72E-03,0.005,0.089,0.004,0.023,0.105,0.077,0.012,0.06,8.15E-04,0.063,0.027
1.39E+00,0.008,0.017,0.036,1.34E-03,9.16E-03,1.74E-02,0.004,0.006,0.018,0.016,3.33E-03,1.38E-03,1.28E-03,0.301,0.016,0.007,2.83E-03,3.09E-04,0.01,0.083,1.33E-04,0.004,0.003,0.01,2.35E-02,0.088,2.44E-04,4.82E-04,0.003,0.008,2.58E-04,0.02,6.54E-04,1.79E-04,0.073,0.025,0.063,0.029,7.77E-03,8.15E-03,3.81E-02,0.054,9.29E-03,4.78E-03,0.007,0.349,0.123,0.056,3.53E-03,0.005,0.089,0.005,0.023,0.105,0.074,0.011,0.061,8.12E-04,0.062,0.027
1.40E+00,0.008,0.017,0.034,1.13E-03,9.38E-03,1.72E-02,0.004,0.006,0.019,0.016,3.33E-03,1.39E-03,1.30E-03,0.301,0.016,0.007,2.90E-03,3.07E-04,0.011,0.087,1.27E-04,0.004,0.003,0.01,2.34E-02,0.086,2.40E-04,4.88E-04,0.003,0.008,2.57E-04,0.019,6.49E-04,1.81E-04,0.071,0.026,0.061,0.028,7.98E-03,8.15E-03,3.77E-02,0.055,9.35E-03,4.77E-03,0.007,0.348,0.132,0.057,3.24E-03,0.005,0.088,0.005,0.023,0.107,0.072,0.011,0.062,8.12E-04,0.061,0.027
1.40E+00,0.008,0.017,0.033,9.69E-04,9.47E-03,1.70E-02,0.004,0.007,0.019,0.016,3.30E-03,1.36E-03,1.35E-03,0.301,0.016,0.007,2.97E-03,3.15E-04,0.012,0.092,1.22E-04,0.004,0.003,0.01,2.34E-02,0.085,2.41E-04,4.90E-04,0.003,0.008,2.55E-04,0.018,6.49E-04,1.82E-04,0.07,0.026,0.061,0.027,7.99E-03,8.02E-03,3.76E-02,0.056,9.31E-03,4.77E-03,0.007,0.344,0.141,0.059,2.93E-03,0.005,0.087,0.005,0.023,0.11,0.071,0.01,0.065,8.12E-04,0.061,0.027
1.40E+00,0.008,0.017,0.032,8.77E-04,9.61E-03,1.67E-02,0.004,0.008,0.019,0.016,3.23E-03,1.37E-03,1.40E-03,0.301,0.016,0.007,2.93E-03,3.16E-04,0.013,0.098,1.21E-04,0.004,0.003,0.01,2.32E-02,0.085,2.42E-04,4.98E-04,0.003,0.007,2.55E-04,0.017,6.35E-04,1.89E-04,0.069,0.026,0.063,0.026,7.94E-03,7.91E-03,3.78E-02,0.057,9.13E-03,4.81E-03,0.007,0.338,0.149,0.061,2.62E-03,0.005,0.086,0.005,0.023,0.114,0.07,0.01,0.07,8.07E-04,0.06,0.027
1.40E+00,0.008,0.017,0.031,8.65E-04,9.71E-03,1.63E-02,0.004,0.009,0.019,0.016,3.08E-03,1.42E-03,1.40E-03,0.302,0.016,0.008,2.75E-03,3.27E-04,0.015,0.105,1.21E-04,0.004,0.003,0.01,2.32E-02,0.082,2.38E-04,4.89E-04,0.003,0.007,2.59E-04,0.016,6.33E-04,2.01E-04,0.069,0.025,0.065,0.027,7.93E-03,7.89E-03,3.83E-02,0.059,8.90E-03,4.83E-03,0.007,0.331,0.156,0.063,2.39E-03,0.005,0.085,0.005,0.023,0.117,0.07,0.01,0.076,8.05E-04,0.058,0.026
1.40E+00,0.008,0.017,0.03,8.25E-04,9.83E-03,1.58E-02,0.004,0.01,0.019,0.016,2.84E-03,1.46E-03,1.45E-03,0.302,0.016,0.008,2.56E-03,3.49E-04,0.016,0.111,1.25E-04,0.004,0.003,0.01,2.34E-02,0.077,2.31E-04,4.62E-04,0.003,0.007,2.60E-04,0.016,6.29E-04,2.12E-04,0.068,0.025,0.069,0.027,7.95E-03,7.97E-03,3.89E-02,0.061,8.67E-03,4.80E-03,0.007,0.324,0.161,0.066,2.11E-03,0.005,0.084,0.005,0.023,0.121,0.069,0.009,0.083,7.94E-04,0.056,0.026
1.40E+00,0.009,0.016,0.029,7.69E-04,1.01E-02,1.53E-02,0.004,0.011,0.02,0.016,2.55E-03,1.48E-03,1.48E-03,0.303,0.016,0.008,2.48E-03,3.62E-04,0.017,0.117,1.35E-04,0.004,0.003,0.01,2.35E-02,0.071,2.30E-04,4.46E-04,0.003,0.007,2.60E-04,0.015,6.30E-04,2.15E-04,0.068,0.025,0.073,0.026,7.96E-03,7.83E-03,3.98E-02,0.063,8.46E-03,4.74E-03,0.007,0.317,0.164,0.068,1.97E-03,0.005,0.082,0.004,0.023,0.124,0.069,0.009,0.088,7.98E-04,0.053,0.026
1.40E+00,0.009,0.016,0.028,7.12E-04,1.00E-02,1.47E-02,0.004,0.012,0.02,0.016,2.27E-03,1.47E-03,1.49E-03,0.305,0.016,0.008,2.45E-03,3.64E-04,0.017,0.123,1.42E-04,0.004,0.003,0.01,2.32E-02,0.065,2.30E-04,4.48E-04,0.003,0.007,2.70E-04,0.015,6.41E-04,2.19E-04,0.068,0.024,0.076,0.025,7.94E-03,7.53E-03,4.08E-02,0.065,8.25E-03,4.66E-03,0.007,0.311,0.166,0.071,1.89E-03,0.005,0.081,0.004,0.023,0.126,0.069,0.009,0.092,8.01E-04,0.051,0.025
1.40E+00,0.009,0.016,0.028,6.41E-04,1.02E-02,1.41E-02,0.004,0.013,0.02,0.017,2.02E-03,1.46E-03,1.51E-03,0.308,0.016,0.008,2.46E-03,3.63E-04,0.018,0.128,1.42E-04,0.004,0.003,0.01,2.25E-02,0.061,2.24E-04,4.52E-04,0.003,0.006,2.69E-04,0.015,6.53E-04,2.21E-04,0.068,0.024,0.078,0.024,7.95E-03,7.18E-03,4.19E-02,0.067,8.21E-03,4.52E-03,0.007,0.305,0.166,0.073,1.78E-03,0.005,0.079,0.004,0.023,0.128,0.069,0.009,0.092,8.04E-04,0.05,0.025
1.40E+00,0.009,0.016,0.027,5.79E-04,1.02E-02,1.35E-02,0.004,0.014,0.02,0.017,1.77E-03,1.40E-03,1.52E-03,0.311,0.016,0.008,2.52E-03,3.61E-04,0.018,0.132,1.40E-04,0.004,0.003,0.01,2.18E-02,0.059,2.07E-04,4.42E-04,0.003,0.006,2.72E-04,0.015,6.62E-04,2.20E-04,0.068,0.024,0.08,0.024,7.98E-03,6.95E-03,4.29E-02,0.069,8.26E-03,4.40E-03,0.007,0.3,0.167,0.074,1.70E-03,0.005,0.078,0.004,0.023,0.128,0.069,0.009,0.097,8.17E-04,0.049,0.025
1.40E+00,0.01,0.016,0.027,5.48E-04,1.01E-02,1.29E-02,0.004,0.015,0.02,0.016,1.55E-03,1.38E-03,1.57E-03,0.314,0.016,0.007,2.52E-03,3.57E-04,0.017,0.137,1.37E-04,0.004,0.003,0.01,2.13E-02,0.06,1.82E-04,4.37E-04,0.003,0.006,2.73E-04,0.015,6.66E-04,2.25E-04,0.069,0.024,0.082,0.024,7.96E-03,6.92E-03,4.41E-02,0.071,8.31E-03,4.32E-03,0.007,0.294,0.17,0.076,1.68E-03,0.005,0.076,0.004,0.024,0.128,0.069,0.009,0.106,8.21E-04,0.049,0.024
1.40E+00,0.01,0.016,0.027,5.42E-04,9.87E-03,1.23E-02,0.004,0.016,0.02,0.016,1.38E-03,1.38E-03,1.62E-03,0.316,0.016,0.007,2.55E-03,3.62E-04,0.017,0.141,1.26E-04,0.004,0.003,0.01,2.09E-02,0.058,1.68E-04,4.35E-04,0.003,0.006,2.73E-04,0.014,6.70E-04,2.25E-04,0.07,0.024,0.084,0.023,7.92E-03,6.76E-03,4.52E-02,0.073,8.29E-03,4.28E-03,0.006,0.288,0.174,0.077,1.68E-03,0.005,0.074,0.004,0.024,0.129,0.069,0.01,0.119,8.13E-04,0.05,0.024
1.40E+00,0.01,0.016,0.027,5.43E-04,9.91E-03,1.18E-02,0.004,0.017,0.02,0.016,1.24E-03,1.42E-03,1.71E-03,0.317,0.016,0.007,2.63E-03,3.72E-04,0.017,0.144,1.28E-04,0.004,0.002,0.01,2.08E-02,0.053,1.69E-04,4.17E-04,0.002,0.006,2.78E-04,0.014,6.75E-04,2.29E-04,0.071,0.024,0.086,0.023,8.04E-03,6.43E-03,4.63E-02,0.074,8.17E-03,4.23E-03,0.006,0.282,0.179,0.077,1.66E-03,0.005,0.072,0.003,0.025,0.13,0.069,0.01,0.133,8.06E-04,0.05,0.024
1.40E+00,0.01,0.016,0.027,5.38E-04,9.93E-03,1.13E-02,0.004,0.017,0.02,0.016,1.14E-03,1.45E-03,1.82E-03,0.316,0.016,0.007,2.71E-03,3.77E-04,0.017,0.145,1.28E-04,0.004,0.002,0.011,2.10E-02,0.048,1.68E-04,4.19E-04,0.002,0.006,2.77E-04,0.013,6.74E-04,2.28E-04,0.072,0.024,0.088,0.023,8.27E-03,5.97E-03,4.74E-02,0.074,7.95E-03,4.22E-03,0.006,0.274,0.185,0.077,1.59E-03,0.005,0.07,0.003,0.026,0.131,0.07,0.011,0.147,8.08E-04,0.051,0.024
1.40E+00,0.011,0.016,0.027,5.33E-04,1.01E-02,1.09E-02,0.004,0.018,0.02,0.016,1.07E-03,1.40E-03,1.93E-03,0.315,0.016,0.007,2.78E-03,3.69E-04,0.017,0.145,1.22E-04,0.005,0.002,0.011,2.06E-02,0.044,1.66E-04,4.45E-04,0.002,0.006,2.76E-04,0.013,6.80E-04,2.27E-04,0.073,0.024,0.089,0.023,8.54E-03,5.47E-03,4.84E-02,0.075,7.68E-03,4.14E-03,0.006,0.267,0.192,0.077,1.47E-03,0.005,0.069,0.003,0.026,0.133,0.07,0.011,0.158,7.97E-04,0.051,0.023
1.40E+00,0.011,0.016,0.027,5.20E-04,1.00E-02,1.05E-02,0.004,0.018,0.02,0.017,1.04E-03,1.30E-03,1.97E-03,0.312,0.016,0.007,2.72E-03,3.75E-04,0.018,0.147,1.15E-04,0.005,0.002,0.01,1.99E-02,0.041,1.67E-04,4.38E-04,0.002,0.006,2.80E-04,0.013,6.80E-04,2.30E-04,0.074,0.024,0.089,0.023,8.75E-03,5.06E-03,4.93E-02,0.075,7.34E-03,4.00E-03,0.006,0.26,0.198,0.078,1.32E-03,0.005,0.067,0.003,0.026,0.133,0.071,0.012,0.164,7.85E-04,0.051,0.023
1.40E+00,0.011,0.016,0.027,5.09E-04,9.60E-03,1.02E-02,0.004,0.018,0.02,0.017,1.04E-03,1.26E-03,1.97E-03,0.309,0.016,0.007,2.59E-03,3.79E-04,0.018,0.15,1.05E-04,0.005,0.002,0.01,1.93E-02,0.04,1.66E-04,4.34E-04,0.002,0.006,2.80E-04,0.012,6.88E-04,2.29E-04,0.076,0.024,0.089,0.023,8.83E-03,4.78E-03,5.01E-02,0.075,6.97E-03,3.78E-03,0.006,0.255,0.204,0.079,1.16E-03,0.005,0.065,0.003,0.026,0.133,0.071,0.013,0.167,7.59E-04,0.051,0.023
1.40E+00,0.012,0.016,0.028,5.02E-04,9.44E-03,9.95E-03,0.004,0.019,0.019,0.017,1.03E-03,1.20E-03,2.06E-03,0.305,0.016,0.007,2.44E-03,3.73E-04,0.018,0.154,1.00E-04,0.005,0.002,0.01,1.92E-02,0.04,1.67E-04,4.51E-04,0.002,0.006,2.81E-04,0.012,6.86E-04,2.26E-04,0.077,0.024,0.087,0.023,8.80E-03,4.67E-03,5.07E-02,0.075,6.65E-03,3.55E-03,0.006,0.251,0.209,0.079,1.04E-03,0.005,0.063,0.004,0.026,0.133,0.071,0.013,0.168,7.27E-04,0.051,0.023
1.40E+00,0.012,0.016,0.028,5.03E-04,8.98E-03,9.77E-03,0.004,0.021,0.019,0.016,1.03E-03,1.15E-03,2.10E-03,0.301,0.016,0.007,2.32E-03,3.89E-04,0.018,0.16,9.96E-05,0.005,0.002,0.01,1.96E-02,0.04,1.64E-04,4.38E-04,0.002,0.006,2.78E-04,0.011,6.91E-04,2.29E-04,0.078,0.024,0.085,0.023,8.69E-03,4.64E-03,5.12E-02,0.076,6.48E-03,3.33E-03,0.006,0.25,0.214,0.08,9.57E-04,0.005,0.061,0.004,0.025,0.132,0.069,0.013,0.172,7.03E-04,0.051,0.023
1.40E+00,0.012,0.017,0.027,5.06E-04,8.68E-03,9.64E-03,0.004,0.023,0.019,0.016,1.02E-03,1.12E-03,2.13E-03,0.296,0.016,0.007,2.29E-03,3.96E-04,0.018,0.167,9.96E-05,0.005,0.002,0.009,2.05E-02,0.039,1.64E-04,4.19E-04,0.002,0.006,2.73E-04,0.011,6.90E-04,2.27E-04,0.079,0.024,0.084,0.024,8.67E-03,4.54E-03,5.17E-02,0.077,6.52E-03,3.21E-03,0.006,0.25,0.219,0.081,9.48E-04,0.005,0.058,0.004,0.024,0.132,0.068,0.013,0.177,7.04E-04,0.051,0.022
1.40E+00,0.012,0.017,0.027,4.99E-04,8.66E-03,9.58E-03,0.004,0.026,0.019,0.016,9.84E-04,1.12E-03,2.12E-03,0.289,0.016,0.007,2.27E-03,4.06E-04,0.018,0.174,9.56E-05,0.005,0.002,0.009,2.18E-02,0.037,1.64E-04,4.16E-04,0.002,0.006,2.68E-04,0.011,6.97E-04,2.26E-04,0.08,0.024,0.084,0.024,8.77E-03,4.40E-03,5.19E-02,0.077,6.69E-03,3.20E-03,0.006,0.251,0.224,0.081,9.46E-04,0.005,0.056,0.004,0.023,0.132,0.066,0.013,0.181,7.38E-04,0.05,0.022
1.40E+00,0.012,0.017,0.027,4.91E-04,8.90E-03,9.58E-03,0.004,0.03,0.019,0.016,9.45E-04,1.10E-03,2.10E-03,0.282,0.015,0.007,2.27E-03,4.01E-04,0.019,0.181,9.66E-05,0.005,0.002,0.009,2.31E-02,0.035,1.65E-04,3.98E-04,0.002,0.006,2.66E-04,0.011,6.95E-04,2.23E-04,0.08,0.024,0.086,0.024,8.78E-03,4.29E-03,5.19E-02,0.078,6.77E-03,3.10E-03,0.005,0.255,0.227,0.082,8.98E-04,0.005,0.053,0.004,0.021,0.131,0.063,0.013,0.184,7.68E-04,0.05,0.022
1.40E+00,0.012,0.017,0.026,4.67E-04,9.00E-03,9.54E-03,0.003,0.033,0.019,0.016,9.36E-04,1.10E-03,2.08E-03,0.274,0.015,0.007,2.28E-03,4.03E-04,0.02,0.189,9.69E-05,0.005,0.002,0.009,2.29E-02,0.034,1.67E-04,3.89E-04,0.002,0.006,2.63E-04,0.01,7.01E-04,2.18E-04,0.081,0.023,0.089,0.024,8.74E-03,4.23E-03,5.18E-02,0.079,6.80E-03,2.90E-03,0.005,0.259,0.229,0.083,8.05E-04,0.005,0.051,0.004,0.021,0.129,0.06,0.013,0.184,8.17E-04,0.049,0.022
1.41E+00,0.012,0.017,0.025,4.43E-04,9.10E-03,9.47E-03,0.003,0.037,0.019,0.016,9.16E-04,1.08E-03,2.06E-03,0.265,0.015,0.007,2.28E-03,4.04E-04,0.021,0.198,9.72E-05,0.005,0.002,0.009,2.31E-02,0.034,1.71E-04,3.92E-04,0.002,0.006,2.59E-04,0.01,7.23E-04,2.15E-04,0.081,0.023,0.093,0.025,8.69E-03,4.24E-03,5.19E-02,0.08,6.79E-03,2.74E-03,0.005,0.262,0.229,0.084,7.10E-04,0.005,0.048,0.004,0.02,0.127,0.057,0.014,0.185,8.90E-04,0.049,0.023
1.41E+00,0.012,0.017,0.024,4.22E-04,9.24E-03,9.37E-03,0.003,0.039,0.018,0.016,8.94E-04,1.11E-03,1.92E-03,0.255,0.015,0.006,2.28E-03,4.05E-04,0.021,0.207,9.73E-05,0.005,0.002,0.009,2.42E-02,0.034,1.70E-04,4.06E-04,0.002,0.007,2.54E-04,0.01,7.21E-04,2.11E-04,0.081,0.023,0.098,0.026,8.69E-03,4.25E-03,5.20E-02,0.081,6.78E-03,2.63E-03,0.005,0.264,0.229,0.086,6.18E-04,0.005,0.045,0.004,0.02,0.124,0.053,0.014,0.186,9.64E-04,0.048,0.023
1.41E+00,0.012,0.018,0.022,4.15E-04,9.27E-03,9.27E-03,0.003,0.041,0.018,0.016,8.79E-04,1.17E-03,1.85E-03,0.246,0.015,0.006,2.30E-03,4.12E-04,0.022,0.216,9.79E-05,0.005,0.002,0.009,2.63E-02,0.035,1.71E-04,4.06E-04,0.002,0.007,2.39E-04,0.01,7.12E-04,2.11E-04,0.081,0.024,0.103,0.026,8.76E-03,4.26E-03,5.21E-02,0.083,6.79E-03,2.61E-03,0.005,0.265,0.231,0.088,5.66E-04,0.005,0.043,0.004,0.019,0.122,0.05,0.014,0.187,1.05E-03,0.047,0.023
1.41E+00,0.012,0.018,0.021,4.13E-04,9.06E-03,9.17E-03,0.003,0.042,0.018,0.016,8.80E-04,1.16E-03,1.73E-03,0.237,0.015,0.006,2.32E-03,4.12E-04,0.023,0.225,9.93E-05,0.005,0.002,0.009,2.82E-02,0.035,1.77E-04,4.11E-04,0.002,0.007,1.99E-04,0.009,7.18E-04,2.05E-04,0.081,0.024,0.109,0.027,8.88E-03,4.23E-03,5.24E-02,0.086,6.85E-03,2.53E-03,0.005,0.265,0.234,0.091,5.48E-04,0.005,0.041,0.004,0.019,0.119,0.046,0.015,0.188,1.01E-03,0.045,0.023
1.41E+00,0.012,0.018,0.021,4.05E-04,8.86E-03,9.10E-03,0.003,0.042,0.018,0.016,8.78E-04,1.15E-03,1.74E-03,0.228,0.014,0.006,2.31E-03,4.34E-04,0.023,0.234,9.91E-05,0.005,0.002,0.009,2.89E-02,0.035,1.86E-04,4.06E-04,0.002,0.007,1.09E-04,0.009,7.56E-04,1.99E-04,0.081,0.023,0.115,0.026,8.78E-03,4.19E-03,5.28E-02,0.089,6.85E-03,2.37E-03,0.005,0.264,0.235,0.094,5.59E-04,0.005,0.039,0.005,0.02,0.117,0.043,0.015,0.188,8.97E-04,0.044,0.023
1.41E+00,0.012,0.018,0.02,3.93E-04,8.92E-03,9.08E-03,0.003,0.043,0.018,0.016,8.81E-04,1.16E-03,1.68E-03,0.22,0.014,0.006,2.29E-03,4.34E-04,0.023,0.243,9.69E-05,0.005,0.002,0.009,2.83E-02,0.034,1.95E-04,4.06E-04,0.002,0.007,1.04E-04,0.009,8.09E-04,1.96E-04,0.081,0.023,0.12,0.026,8.76E-03,4.11E-03,5.33E-02,0.093,6.83E-03,2.14E-03,0.005,0.262,0.235,0.096,5.60E-04,0.005,0.038,0.005,0.02,0.115,0.04,0.015,0.191,9.88E-04,0.043,0.023
1.41E+00,0.011,0.018,0.02,3.75E-04,9.06E-03,9.13E-03,0.003,0.045,0.018,0.015,8.64E-04,1.15E-03,1.77E-03,0.213,0.014,0.006,2.26E-03,4.40E-04,0.023,0.251,9.83E-05,0.005,0.002,0.008,2.80E-02,0.034,2.17E-04,4.05E-04,0.002,0.007,1.10E-04,0.008,8.84E-04,1.94E-04,0.081,0.023,0.126,0.027,8.88E-03,4.02E-03,5.38E-02,0.095,6.85E-03,1.92E-03,0.005,0.259,0.235,0.098,5.63E-04,0.005,0.037,0.005,0.02,0.114,0.037,0.015,0.194,1.06E-03,0.042,0.023
1.41E+00,0.011,0.019,0.02,3.46E-04,9.13E-03,9.22E-03,0.003,0.047,0.018,0.015,8.53E-04,1.14E-03,1.86E-03,0.205,0.015,0.006,2.27E-03,4.31E-04,0.024,0.259,9.69E-05,0.005,0.002,0.008,2.87E-02,0.035,2.17E-04,4.15E-04,0.002,0.007,1.11E-04,0.008,9.52E-04,1.94E-04,0.081,0.023,0.131,0.028,9.03E-03,3.94E-03,5.44E-02,0.098,6.88E-03,1.73E-03,0.005,0.254,0.233,0.099,5.60E-04,0.005,0.037,0.005,0.02,0.114,0.034,0.015,0.196,1.07E-03,0.041,0.023
1.41E+00,0.011,0.019,0.02,3.14E-04,9.10E-03,9.37E-03,0.003,0.051,0.017,0.015,8.43E-04,1.15E-03,2.27E-03,0.199,0.015,0.006,2.27E-03,4.24E-04,0.024,0.265,9.46E-05,0.005,0.002,0.008,3.02E-02,0.034,2.20E-04,4.30E-04,0.002,0.007,1.08E-04,0.008,9.77E-04,1.86E-04,0.081,0.023,0.137,0.028,9.08E-03,3.91E-03,5.50E-02,0.099,6.94E-03,1.61E-03,0.005,0.248,0.232,0.1,5.36E-04,0.005,0.037,0.004,0.02,0.113,0.032,0.015,0.196,1.04E-03,0.041,0.023
1.41E+00,0.011,0.019,0.021,2.92E-04,9.19E-03,9.58E-03,0.003,0.055,0.017,0.014,8.29E-04,1.21E-03,2.75E-03,0.192,0.015,0.006,2.25E-03,4.10E-04,0.024,0.27,9.53E-05,0.005,0.002,0.008,3.22E-02,0.034,2.16E-04,4.37E-04,0.003,0.007,1.06E-04,0.007,9.66E-04,1.73E-04,0.081,0.023,0.141,0.027,9.07E-03,3.91E-03,5.57E-02,0.1,7.02E-03,1.61E-03,0.005,0.242,0.232,0.1,4.89E-04,0.005,0.037,0.004,0.021,0.109,0.03,0.015,0.196,1.03E-03,0.04,0.023
1.41E+00,0.011,0.02,0.021,2.84E-04,9.10E-03,9.85E-03,0.003,0.059,0.017,0.014,8.11E-04,1.24E-03,3.40E-03,0.187,0.015,0.006,2.24E-03,4.17E-04,0.025,0.274,9.51E-05,0.005,0.002,0.008,3.39E-02,0.034,2.05E-04,4.45E-04,0.003,0.007,1.06E-04,0.007,9.45E-04,1.64E-04,0.081,0.022,0.144,0.027,9.06E-03,3.82E-03,5.63E-02,0.101,7.21E-03,1.62E-03,0.005,0.234,0.233,0.1,4.26E-04,0.005,0.038,0.004,0.022,0.105,0.029,0.015,0.198,1.04E-03,0.04,0.023
1.41E+00,0.011,0.02,0.021,2.84E-04,9.11E-03,1.01E-02,0.003,0.063,0.017,0.014,7.57E-04,1.29E-03,4.08E-03,0.182,0.015,0.006,2.23E-03,4.20E-04,0.025,0.276,9.55E-05,0.005,0.002,0.008,3.49E-02,0.034,1.89E-04,4.35E-04,0.003,0.007,1.03E-04,0.007,9.25E-04,1.61E-04,0.08,0.022,0.146,0.027,9.09E-03,3.64E-03,5.69E-02,0.102,7.37E-03,1.56E-03,0.005,0.227,0.237,0.1,3.61E-04,0.005,0.039,0.004,0.023,0.1,0.028,0.015,0.203,1.08E-03,0.039,0.023
1.41E+00,0.011,0.02,0.02,2.71E-04,9.10E-03,1.05E-02,0.003,0.068,0.016,0.014,6.98E-04,1.33E-03,4.64E-03,0.179,0.015,0.006,2.26E-03,4.23E-04,0.025,0.276,9.55E-05,0.005,0.002,0.008,3.53E-02,0.034,1.67E-04,4.35E-04,0.003,0.007,1.02E-04,0.006,9.24E-04,1.61E-04,0.079,0.021,0.146,0.028,9.13E-03,3.39E-03,5.74E-02,0.102,7.48E-03,1.44E-03,0.006,0.219,0.243,0.1,3.32E-04,0.005,0.041,0.004,0.023,0.096,0.028,0.016,0.208,1.15E-03,0.038,0.023
1.41E+00,0.011,0.02,0.02,2.54E-04,8.96E-03,1.08E-02,0.003,0.072,0.016,0.014,6.55E-04,1.34E-03,4.85E-03,0.178,0.015,0.006,2.29E-03,4.25E-04,0.025,0.275,9.43E-05,0.005,0.002,0.008,3.48E-02,0.034,1.58E-04,4.36E-04,0.003,0.007,9.71E-05,0.006,9.59E-04,1.59E-04,0.078,0.021,0.145,0.028,9.15E-03,3.08E-03,5.77E-02,0.102,7.50E-03,1.27E-03,0.006,0.212,0.25,0.099,3.36E-04,0.005,0.042,0.004,0.023,0.091,0.029,0.016,0.21,1.28E-03,0.037,0.023
