,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
10334,6.95,4.00,9.29,1.41,1753.00,3.01,33.85,-117.74,3.14
10335,9.18,12.00,8.40,1.02,2443.00,3.31,33.82,-117.78,4.14
10336,7.12,2.00,9.09,1.09,199.00,3.11,33.81,-117.76,5.00
10337,6.05,25.00,5.83,1.00,1666.00,3.52,33.80,-117.81,2.31
10338,4.26,25.00,5.59,1.09,4528.00,4.26,33.79,-117.81,2.05
10339,8.85,14.00,8.09,0.95,572.00,3.84,33.81,-117.80,3.89
10340,6.93,18.00,7.90,1.06,1506.00,3.35,33.78,-117.80,2.90
10341,4.78,17.00,5.31,1.03,2442.00,3.13,33.78,-117.80,2.42
10342,5.25,5.00,5.47,1.09,1467.00,2.53,33.80,-117.69,2.37
10343,8.41,16.00,7.49,0.94,789.00,2.92,33.61,-117.66,2.87
10344,6.22,16.00,6.39,1.04,1962.00,3.09,33.62,-117.66,2.57
10345,5.79,24.00,6.18,1.06,1972.00,3.16,33.61,-117.67,2.27
10346,6.05,17.00,6.54,0.98,1713.00,3.23,33.61,-117.66,2.48
10347,7.15,21.00,6.76,0.93,860.00,3.01,33.61,-117.66,2.74
10348,6.87,24.00,7.32,1.01,781.00,3.40,33.60,-117.66,2.80
10349,7.55,25.00,7.55,1.05,1648.00,3.32,33.60,-117.66,2.78
10350,6.14,23.00,6.31,1.01,1695.00,2.98,33.61,-117.67,2.43
10351,3.93,16.00,4.64,1.06,2701.00,2.40,33.63,-117.68,1.43
10352,6.24,13.00,6.54,1.03,2897.00,3.25,33.63,-117.68,2.57
10353,4.41,9.00,4.56,1.04,3086.00,2.44,33.63,-117.67,2.02
10354,4.64,43.00,4.41,1.01,930.00,2.15,33.77,-117.62,1.86
10355,5.64,36.00,6.15,1.07,531.00,2.48,33.72,-117.60,2.73
10356,6.79,25.00,6.99,0.99,1517.00,3.35,33.60,-117.67,2.66
10357,7.58,18.00,6.78,1.05,1918.00,2.86,33.59,-117.66,2.88
10358,7.26,20.00,7.14,1.01,565.00,3.32,33.60,-117.67,3.15
10359,7.52,16.00,7.90,1.03,1172.00,3.07,33.58,-117.66,3.16
10360,7.93,18.00,7.72,1.01,692.00,3.31,33.57,-117.67,2.80
10361,8.01,16.00,7.79,1.03,1642.00,2.99,33.57,-117.66,2.87
10362,3.74,16.00,5.02,1.04,4732.00,2.46,33.62,-117.70,1.97
10363,6.46,18.00,7.84,1.07,2025.00,3.72,33.62,-117.69,2.83
10364,6.07,19.00,6.73,0.92,1295.00,2.94,33.61,-117.68,2.48
10365,4.02,16.00,5.60,1.08,1649.00,3.07,33.61,-117.69,2.36
10366,7.22,19.00,8.62,1.01,1646.00,3.63,33.60,-117.68,3.04
10367,5.58,16.00,5.94,1.00,835.00,3.22,33.65,-117.65,2.35
10368,6.71,17.00,6.10,0.96,1555.00,2.99,33.64,-117.66,2.51
10369,5.17,11.00,5.36,1.09,1565.00,3.08,33.64,-117.67,1.64
10370,6.22,13.00,6.12,0.98,4597.00,3.30,33.65,-117.66,2.38
10371,6.75,15.00,7.19,1.07,1740.00,3.59,33.65,-117.65,2.52
10372,8.45,16.00,7.93,1.00,1395.00,3.27,33.63,-117.65,3.51
10373,7.54,15.00,7.00,1.00,2197.00,3.26,33.65,-117.65,2.95
10374,5.51,16.00,5.46,1.01,1967.00,3.26,33.63,-117.66,2.23
10375,7.78,10.00,7.67,1.05,1688.00,3.62,33.65,-117.63,2.89
10376,10.15,2.00,9.91,1.13,2985.00,3.78,33.64,-117.62,4.84
10377,8.80,10.00,8.19,1.09,1808.00,3.08,33.63,-117.64,4.37
10378,6.19,11.00,6.13,1.09,810.00,2.05,33.64,-117.64,2.93
10379,5.41,4.00,4.76,1.05,3256.00,2.26,33.65,-117.64,2.17
10380,3.71,9.00,5.71,1.05,1293.00,1.74,33.62,-117.63,1.97
10381,4.20,6.00,5.72,1.02,985.00,1.84,33.63,-117.63,2.38
10382,6.29,15.00,6.96,1.05,1140.00,2.93,33.62,-117.65,2.75
10383,3.41,16.00,5.41,1.05,1202.00,1.64,33.62,-117.64,1.85
10384,6.15,16.00,6.37,0.98,2717.00,3.34,33.62,-117.66,2.58
10385,6.41,15.00,7.53,1.05,2529.00,3.32,33.60,-117.65,2.79
10386,5.83,14.00,6.24,0.97,3041.00,3.63,33.61,-117.64,2.48
10387,5.13,13.00,6.10,1.13,1004.00,2.64,33.60,-117.65,3.16
10388,8.16,4.00,8.40,0.98,1312.00,3.36,33.59,-117.64,3.48
10389,9.70,6.00,7.74,0.95,1794.00,3.32,33.58,-117.66,3.58
10390,4.35,5.00,4.48,1.12,1185.00,2.66,33.57,-117.65,1.96
10391,7.81,2.00,11.11,1.63,703.00,3.24,33.58,-117.65,3.31
10392,5.55,16.00,6.21,1.11,1357.00,3.39,33.57,-117.66,2.14
10393,8.04,8.00,7.48,0.96,1238.00,3.50,33.59,-117.65,3.38
10394,4.80,16.00,6.41,1.07,1003.00,3.06,33.54,-117.67,1.71
10395,4.89,15.00,5.73,1.03,1366.00,3.23,33.54,-117.67,1.82
10396,3.76,6.00,4.45,1.02,1695.00,2.39,33.55,-117.67,2.22
10397,4.69,4.00,5.20,1.15,1345.00,2.13,33.56,-117.67,1.84
10398,5.93,15.00,6.36,0.93,943.00,3.44,33.51,-117.64,2.86
10399,7.27,14.00,7.30,0.95,650.00,3.53,33.51,-117.64,3.63
10400,5.14,15.00,9.47,1.38,133.00,2.96,33.52,-117.55,4.47
10401,10.08,3.00,7.67,1.10,991.00,2.54,33.61,-117.59,3.78
10402,11.06,5.00,9.64,1.19,1862.00,3.36,33.60,-117.58,4.95
10403,6.86,3.00,8.64,1.27,3191.00,3.11,33.64,-117.49,3.02
10404,6.51,29.00,6.00,1.05,633.00,3.10,33.67,-117.59,2.80
10405,10.97,6.00,10.56,2.37,213.00,4.95,33.69,-117.53,4.83
10406,5.16,3.00,4.20,0.89,563.00,1.96,33.66,-117.59,1.68
10407,5.25,4.00,5.54,1.08,1693.00,2.84,33.66,-117.58,2.15
10408,5.77,4.00,5.18,1.09,833.00,2.16,33.65,-117.58,1.90
10409,6.07,4.00,5.86,0.97,673.00,2.99,33.66,-117.59,2.61
10410,4.50,2.00,4.53,1.11,2332.00,2.17,33.65,-117.59,1.52
10411,6.25,4.00,6.46,1.04,1599.00,3.30,33.65,-117.60,2.34
10412,6.80,3.00,7.79,1.24,1600.00,2.74,33.67,-117.61,2.85
10413,4.61,6.00,4.67,1.09,2597.00,2.32,33.66,-117.64,2.04
10414,4.25,4.00,4.65,1.01,897.00,2.32,33.65,-117.59,1.83
10415,3.38,4.00,3.77,1.17,815.00,1.91,33.65,-117.58,5.00
10416,6.11,2.00,6.57,1.15,1970.00,2.77,33.63,-117.61,2.19
10417,10.49,7.00,10.01,1.15,2175.00,3.19,33.53,-117.65,5.00
10418,4.03,23.00,6.11,1.18,998.00,2.29,33.42,-117.62,5.00
10419,5.15,12.00,6.78,1.24,2104.00,2.48,33.38,-117.63,5.00
10420,6.16,35.00,6.41,1.01,946.00,2.37,33.41,-117.61,4.03
10421,4.03,31.00,5.11,1.11,1919.00,2.48,33.42,-117.61,2.82
10422,4.55,29.00,5.67,1.01,922.00,2.38,33.41,-117.60,3.09
10423,6.49,4.00,8.59,1.21,661.00,3.13,33.47,-117.62,2.94
10424,5.37,5.00,6.65,1.13,1571.00,2.94,33.45,-117.63,3.64
10425,7.60,4.00,7.27,1.03,805.00,2.97,33.47,-117.63,3.11
10426,4.72,6.00,5.11,0.99,426.00,2.29,33.45,-117.61,2.21
10427,6.34,7.00,7.27,1.03,2812.00,2.66,33.46,-117.63,3.87
10428,6.29,26.00,7.01,1.07,607.00,2.78,33.45,-117.64,3.26
10429,3.40,25.00,6.18,1.22,603.00,1.71,33.42,-117.65,2.49
10430,4.88,27.00,7.26,1.22,130.00,2.83,33.45,-117.64,2.84
10431,3.22,27.00,4.87,1.10,1221.00,3.24,33.43,-117.62,2.47
10432,3.32,27.00,4.42,1.22,2321.00,2.66,33.43,-117.62,2.31
10433,2.76,24.00,3.53,1.05,850.00,2.32,33.43,-117.62,2.31
10434,3.57,17.00,5.56,1.33,910.00,1.85,33.40,-117.65,3.71
10435,4.07,23.00,4.72,1.11,1950.00,2.27,33.43,-117.62,2.41
10436,2.35,33.00,3.63,1.21,604.00,1.91,33.43,-117.61,1.88
10437,3.10,27.00,4.14,1.10,460.00,1.89,33.42,-117.62,1.91
10438,3.14,27.00,4.64,1.33,597.00,1.92,33.42,-117.62,3.10
10439,5.40,4.00,5.45,1.30,996.00,2.29,33.45,-117.60,2.44
10440,4.39,3.00,5.58,1.21,2363.00,2.27,33.44,-117.59,3.41
10441,4.01,22.00,4.93,1.16,1797.00,2.80,33.40,-117.59,2.52
10442,5.13,17.00,5.31,1.06,878.00,2.08,33.41,-117.59,2.46
10443,4.67,23.00,5.84,1.09,1048.00,2.47,33.42,-117.60,2.81
10444,3.99,24.00,6.08,1.05,851.00,2.25,33.43,-117.61,3.47
10445,5.14,21.00,7.28,1.04,1392.00,2.56,33.43,-117.60,4.14
10446,6.60,17.00,7.68,1.03,713.00,2.69,33.44,-117.61,3.46
10447,6.60,14.00,6.61,0.99,1230.00,2.52,33.43,-117.59,3.59
10448,1.64,22.00,4.82,1.09,1081.00,1.91,33.47,-117.67,5.00
10449,4.65,24.00,6.58,1.33,1409.00,2.60,33.46,-117.67,2.78
10450,6.69,25.00,7.30,1.27,903.00,2.20,33.44,-117.67,5.00
10451,5.40,18.00,6.53,1.05,783.00,3.05,33.46,-117.67,3.00
10452,5.09,26.00,6.10,1.09,952.00,2.80,33.46,-117.66,2.88
10453,5.10,28.00,5.21,0.96,609.00,2.52,33.46,-117.66,3.13
10454,2.39,22.00,5.15,1.15,334.00,2.13,33.48,-117.66,5.00
10455,4.36,16.00,5.82,1.19,628.00,1.64,33.49,-117.65,2.49
10456,5.62,3.00,7.47,1.27,781.00,2.32,33.49,-117.64,2.72
10457,5.42,10.00,6.27,1.05,1469.00,2.64,33.48,-117.65,4.02
10458,13.05,6.00,9.41,1.08,572.00,3.29,33.48,-117.65,5.00
10459,7.20,12.00,7.36,1.09,1506.00,3.06,33.50,-117.63,3.54
10460,6.34,4.00,4.86,0.85,1408.00,2.95,33.47,-117.63,2.56
10461,6.09,19.00,6.59,1.07,2824.00,2.64,33.46,-117.65,2.77
10462,5.68,12.00,5.38,1.06,1033.00,2.77,33.48,-117.64,2.76
10463,5.49,15.00,6.14,1.05,3033.00,2.49,33.45,-117.65,2.39
10464,10.40,31.00,7.89,1.20,1530.00,2.36,33.49,-117.73,5.00
10465,5.00,38.00,6.03,1.27,1332.00,2.09,33.48,-117.76,3.81
10466,7.82,29.00,6.67,1.04,612.00,2.37,33.51,-117.74,5.00
10467,7.89,3.00,7.80,1.12,2129.00,2.60,33.53,-117.73,4.21
10468,4.98,13.00,6.64,1.11,1909.00,2.60,33.54,-117.72,2.45
10469,5.11,14.00,5.71,1.01,704.00,2.40,33.53,-117.72,2.51
10470,5.13,17.00,6.34,1.05,1176.00,2.06,33.51,-117.72,3.24
10471,5.73,4.00,6.84,1.39,1129.00,2.13,33.49,-117.72,5.00
10472,9.83,17.00,7.77,1.04,654.00,2.34,33.49,-117.73,5.00
10473,6.18,5.00,7.20,1.24,1238.00,1.96,33.51,-117.73,2.96
10474,6.42,19.00,7.58,0.93,1584.00,3.37,33.60,-117.69,2.88
10475,6.82,24.00,7.64,1.02,969.00,3.79,33.60,-117.68,2.66
10476,5.46,17.00,6.42,1.08,1194.00,3.56,33.60,-117.69,2.27
10477,3.05,16.00,5.34,1.25,877.00,2.24,33.60,-117.70,2.17
10478,3.48,16.00,5.49,0.98,1333.00,3.32,33.60,-117.69,2.80
10479,6.54,12.00,7.49,0.97,1464.00,3.37,33.60,-117.69,3.32
10480,7.93,13.00,7.70,0.99,1432.00,3.32,33.59,-117.69,3.48
10481,8.86,12.00,7.72,1.04,1569.00,3.49,33.59,-117.68,3.14
10482,7.52,5.00,6.80,1.03,2877.00,2.93,33.58,-117.69,3.30
10483,14.90,8.00,9.86,1.11,899.00,3.81,33.59,-117.68,5.00
10484,10.40,8.00,8.23,1.00,1176.00,3.35,33.58,-117.69,5.00
10485,6.13,7.00,6.33,1.04,1731.00,2.46,33.47,-117.68,2.86
10486,5.05,15.00,6.10,1.02,727.00,2.48,33.48,-117.68,2.31
10487,4.25,17.00,5.80,0.97,1072.00,2.78,33.49,-117.68,2.15
10488,2.84,16.00,4.47,1.05,2557.00,3.71,33.49,-117.68,1.06
10489,2.19,15.00,5.30,1.10,983.00,1.87,33.49,-117.67,1.83
10490,8.16,10.00,6.00,1.00,128.00,2.10,33.49,-117.67,2.50
10491,6.32,19.00,6.81,1.00,1481.00,3.44,33.51,-117.68,4.81
10492,6.36,18.00,6.58,0.99,1649.00,2.60,33.49,-117.68,2.94
10493,6.18,25.00,6.52,0.97,1462.00,2.94,33.48,-117.69,2.89
10494,5.76,13.00,6.97,1.30,679.00,2.34,33.47,-117.69,3.06
10495,4.02,18.00,5.03,1.02,1302.00,2.49,33.51,-117.66,1.90
10496,4.47,16.00,6.00,1.06,862.00,2.64,33.50,-117.66,1.86
10497,4.04,17.00,4.88,1.11,1893.00,4.37,33.51,-117.67,1.20
10498,3.48,18.00,4.63,1.11,1490.00,4.20,33.51,-117.67,1.26
10499,2.98,19.00,5.54,1.08,545.00,2.40,33.51,-117.67,1.84
10500,3.86,23.00,5.52,1.14,1480.00,2.33,33.47,-117.69,3.00
10501,4.16,20.00,4.74,1.09,764.00,2.29,33.47,-117.70,3.21
10502,3.59,21.00,4.58,1.11,1423.00,2.95,33.47,-117.70,3.06
10503,3.67,19.00,4.55,1.09,1728.00,3.03,33.47,-117.69,2.44
10504,3.84,21.00,4.89,1.05,881.00,2.32,33.47,-117.70,3.50
10505,3.90,5.00,7.68,1.46,616.00,2.50,33.43,-117.72,5.00
10506,6.07,5.00,5.63,1.06,1016.00,2.53,33.55,-117.68,3.16
10507,7.62,5.00,7.05,1.00,1363.00,3.38,33.54,-117.68,3.41
10508,5.75,5.00,6.39,1.12,1546.00,2.73,33.52,-117.68,3.23
10509,6.80,9.00,6.69,0.99,1646.00,2.86,33.55,-117.69,3.18
10510,6.54,20.00,6.22,0.99,801.00,2.82,33.54,-117.69,2.72
10511,6.09,17.00,6.29,0.97,2396.00,2.99,33.53,-117.69,2.83
10512,3.45,4.00,4.44,1.29,1176.00,2.44,33.52,-117.69,3.25
10513,6.83,2.00,8.78,1.27,1460.00,2.44,33.51,-117.70,2.79
10514,4.54,3.00,5.77,1.13,3214.00,2.51,33.52,-117.69,2.78
10515,5.91,5.00,5.88,1.10,2834.00,2.49,33.53,-117.70,2.89
10516,6.10,17.00,6.89,1.16,876.00,2.43,33.52,-117.71,3.41
10517,13.15,11.00,7.82,0.90,883.00,3.14,33.51,-117.71,4.87
10518,6.38,12.00,7.82,1.17,1543.00,2.58,33.51,-117.71,5.00
10519,10.11,2.00,8.79,1.28,3550.00,3.12,33.57,-117.68,5.00
10520,8.33,4.00,7.88,0.98,705.00,3.15,33.55,-117.69,3.84
10521,6.07,3.00,6.58,1.08,710.00,2.89,33.55,-117.69,2.74
10522,7.93,4.00,7.93,1.11,1802.00,2.88,33.54,-117.70,3.55
10523,7.17,12.00,6.29,1.00,1054.00,2.70,33.55,-117.70,2.62
10524,6.93,2.00,8.09,1.17,703.00,2.69,33.56,-117.70,2.99
10525,4.14,3.00,4.46,1.16,1033.00,1.89,33.56,-117.70,1.83
10526,3.31,4.00,4.20,1.17,1512.00,1.93,33.57,-117.70,1.39
10527,10.44,7.00,8.83,1.04,1883.00,3.39,33.54,-117.71,4.54
10528,7.39,15.00,7.69,1.15,962.00,3.01,33.54,-117.71,3.18
10529,4.63,2.00,4.96,1.10,1066.00,2.09,33.58,-117.71,1.88
10530,3.62,9.00,4.11,1.21,469.00,1.60,33.57,-117.70,1.20
10531,4.05,4.00,5.05,1.16,1285.00,1.97,33.57,-117.71,2.26
10532,4.88,6.00,4.78,1.15,1846.00,2.40,33.57,-117.71,1.44
10533,6.27,4.00,6.29,1.04,959.00,2.48,33.51,-117.68,2.69
10534,4.66,4.00,5.01,1.13,505.00,2.07,33.51,-117.69,1.73
10535,5.57,4.00,5.92,1.12,834.00,2.10,33.50,-117.70,2.45
10536,8.58,5.00,7.27,1.10,617.00,2.67,33.49,-117.71,3.98
10537,8.76,4.00,7.42,1.03,2969.00,2.95,33.50,-117.70,4.35
10538,6.36,10.00,7.36,1.36,1156.00,2.46,33.48,-117.70,3.37
10539,6.31,6.00,7.04,1.14,6223.00,2.64,33.48,-117.70,3.40
10540,6.52,14.00,6.19,1.07,1490.00,2.37,33.47,-117.71,3.69
10541,4.89,9.00,7.26,1.46,1720.00,1.90,33.46,-117.74,4.54
10542,5.55,17.00,6.54,1.11,830.00,2.02,33.47,-117.71,3.46
10543,2.82,29.00,5.35,1.03,3985.00,3.77,33.68,-117.70,1.63
10544,8.36,14.00,7.48,1.01,2025.00,3.50,33.71,-117.76,3.55
10545,3.28,15.00,5.48,1.03,878.00,1.69,33.71,-117.75,1.58
10546,7.91,12.00,6.85,0.98,2042.00,3.47,33.70,-117.76,3.45
10547,7.31,15.00,6.94,0.97,1060.00,3.50,33.71,-117.77,3.37
10548,5.55,3.00,5.22,1.08,1486.00,2.14,33.70,-117.77,2.08
10549,3.72,4.00,4.37,1.11,1315.00,2.35,33.70,-117.77,1.38
10550,6.11,16.00,7.30,1.07,2356.00,2.96,33.65,-117.69,2.75
10551,8.61,16.00,8.78,1.06,1587.00,3.69,33.65,-117.71,3.07
10552,6.19,16.00,7.32,1.06,1249.00,2.70,33.65,-117.70,3.56
10553,8.11,14.00,8.79,1.06,1293.00,3.86,33.64,-117.71,3.09
10554,5.84,16.00,5.59,0.98,950.00,3.39,33.63,-117.71,2.21
10555,4.59,16.00,5.48,1.10,1357.00,2.98,33.63,-117.71,2.42
10556,3.43,16.00,5.16,1.11,945.00,2.97,33.63,-117.71,2.20
10557,5.23,16.00,6.49,1.09,1525.00,2.24,33.63,-117.70,2.87
10558,2.30,16.00,5.00,0.98,380.00,1.55,33.64,-117.72,0.68
10559,5.07,19.00,5.97,0.99,1639.00,3.31,33.62,-117.70,2.26
10560,5.56,23.00,6.97,1.09,1501.00,3.44,33.63,-117.70,2.42
10561,5.89,22.00,6.45,0.99,1338.00,3.42,33.62,-117.71,2.43
10562,10.45,11.00,7.87,1.08,1993.00,3.48,33.72,-117.76,3.86
10563,7.97,14.00,8.12,1.05,1359.00,3.66,33.72,-117.76,3.69
10564,8.76,10.00,6.73,0.95,1241.00,3.39,33.72,-117.75,3.63
10565,4.36,15.00,3.79,1.07,366.00,1.48,33.72,-117.76,1.48
10566,3.22,15.00,2.95,1.02,470.00,1.37,33.71,-117.76,1.08
10567,4.12,18.00,5.47,1.13,391.00,6.52,33.73,-117.74,0.88
10568,8.30,11.00,7.47,0.93,1256.00,3.57,33.66,-117.69,3.51
10569,6.95,5.00,5.88,0.95,1933.00,2.68,33.66,-117.69,2.26
10570,5.78,5.00,5.65,1.09,4656.00,2.50,33.67,-117.67,3.09
10571,4.73,4.00,5.28,1.13,4762.00,2.47,33.66,-117.67,2.37
10572,5.93,6.00,5.74,1.06,4783.00,2.64,33.65,-117.68,2.40
10573,6.51,4.00,6.06,1.03,2677.00,2.85,33.68,-117.64,2.43
10574,1.97,6.00,4.80,1.16,125.00,2.84,33.72,-117.70,5.00
10575,7.56,15.00,7.64,1.06,2383.00,3.38,33.65,-117.69,3.02
10576,8.19,15.00,7.43,1.00,2380.00,3.08,33.64,-117.70,3.27
10577,4.91,23.00,5.71,1.03,792.00,3.13,33.63,-117.69,2.74
10578,5.76,18.00,6.07,1.05,1843.00,2.96,33.64,-117.69,2.16
10579,6.97,16.00,6.77,0.97,1279.00,3.34,33.64,-117.69,2.62
10580,2.89,9.00,5.32,1.01,4660.00,4.77,33.71,-117.82,1.63
10581,6.60,24.00,7.38,1.04,1383.00,3.13,33.72,-117.82,2.73
10582,2.17,17.00,5.81,1.03,363.00,1.98,33.73,-117.81,2.61
10583,4.82,16.00,5.12,0.99,1317.00,2.58,33.72,-117.80,2.01
10584,7.38,16.00,7.68,1.12,1227.00,3.54,33.71,-117.81,3.02
10585,6.86,24.00,7.18,0.96,1593.00,3.29,33.72,-117.82,2.77
10586,5.43,15.00,5.29,1.02,681.00,2.59,33.70,-117.77,1.87
10587,3.80,14.00,4.18,1.10,744.00,2.20,33.69,-117.77,1.84
10588,5.06,15.00,4.31,0.97,261.00,2.25,33.69,-117.77,1.54
10589,2.14,16.00,4.96,1.02,479.00,1.43,33.69,-117.77,0.55
10590,5.13,16.00,5.78,0.99,2529.00,3.11,33.69,-117.78,2.39
10591,6.12,19.00,7.65,1.01,1027.00,3.14,33.68,-117.78,3.16
10592,6.10,16.00,6.97,1.03,1575.00,3.23,33.69,-117.78,2.96
10593,6.82,16.00,6.68,1.09,1429.00,3.48,33.69,-117.80,3.26
10594,5.71,16.00,6.18,0.97,679.00,2.74,33.69,-117.79,3.14
10595,6.87,16.00,6.68,1.03,818.00,2.74,33.68,-117.79,3.26
10596,4.44,14.00,5.28,1.03,1150.00,2.31,33.68,-117.80,3.07
10597,4.21,14.00,4.83,0.97,874.00,2.34,33.69,-117.80,2.51
10598,7.99,15.00,6.84,1.05,873.00,2.84,33.69,-117.80,3.28
10599,3.63,5.00,4.58,1.07,396.00,2.91,33.68,-117.80,2.25
10600,6.91,8.00,5.98,1.03,862.00,2.54,33.68,-117.80,2.74
10601,7.76,8.00,6.38,1.04,908.00,2.76,33.67,-117.81,3.43
10602,4.60,8.00,5.05,1.04,1113.00,2.30,33.67,-117.81,2.43
10603,5.21,9.00,5.33,1.02,675.00,2.30,33.67,-117.81,2.00
10604,7.20,9.00,6.33,1.03,1194.00,3.10,33.67,-117.81,2.75
10605,7.46,9.00,6.43,1.04,1447.00,2.84,33.67,-117.81,2.97
10606,5.16,8.00,4.84,1.02,913.00,2.25,33.68,-117.81,1.92
10607,6.06,15.00,5.94,1.07,841.00,2.72,33.68,-117.78,2.34
10608,4.68,14.00,5.83,1.12,852.00,2.84,33.68,-117.78,2.37
10609,7.21,13.00,6.53,1.03,1137.00,2.81,33.68,-117.79,3.12
10610,4.02,11.00,4.85,1.16,849.00,2.07,33.68,-117.78,2.36
10611,5.79,9.00,5.50,0.99,928.00,3.13,33.68,-117.79,2.66
10612,8.74,10.00,6.34,0.96,1002.00,3.02,33.68,-117.79,3.75
10613,5.78,5.00,5.50,1.09,1179.00,2.46,33.67,-117.80,2.40
10614,8.28,5.00,6.26,0.98,1147.00,2.89,33.67,-117.80,3.03
10615,6.80,4.00,6.21,1.02,1525.00,2.83,33.67,-117.80,3.29
10616,2.42,5.00,4.36,0.89,880.00,3.06,33.69,-117.81,4.50
10617,4.55,4.00,5.22,1.03,788.00,2.66,33.68,-117.81,5.00
10618,8.80,4.00,6.15,0.97,603.00,2.75,33.68,-117.82,3.61
10619,7.92,3.00,6.31,1.02,1357.00,2.79,33.68,-117.82,3.34
10620,6.28,17.00,6.43,0.98,1588.00,3.53,33.67,-117.82,2.91
10621,4.17,4.00,4.03,1.05,1666.00,2.08,33.68,-117.83,1.85
10622,6.14,3.00,5.73,1.18,3068.00,2.47,33.68,-117.82,3.58
10623,4.51,12.00,4.43,1.09,1913.00,1.96,33.67,-117.77,1.60
10624,6.57,10.00,7.07,1.08,1181.00,2.97,33.72,-117.77,2.79
10625,7.81,9.00,6.65,0.98,954.00,2.94,33.72,-117.77,3.05
10626,8.11,13.00,7.95,1.01,928.00,3.80,33.71,-117.77,3.80
10627,7.59,5.00,6.77,0.98,1986.00,3.32,33.71,-117.77,3.76
10628,5.56,4.00,5.49,1.07,859.00,2.86,33.71,-117.77,2.28
10629,7.35,16.00,7.17,0.95,1081.00,3.51,33.71,-117.78,3.31
10630,4.61,4.00,4.80,1.14,428.00,2.11,33.71,-117.78,1.95
10631,7.21,3.00,6.49,1.11,3318.00,2.61,33.73,-117.79,2.91
10632,5.41,16.00,8.15,1.23,597.00,2.93,33.70,-117.78,2.34
10633,6.33,16.00,5.62,0.99,3785.00,3.40,33.70,-117.79,2.47
10634,6.22,16.00,6.64,0.99,1641.00,3.50,33.71,-117.79,2.83
10635,7.11,16.00,7.68,1.05,3132.00,3.80,33.71,-117.79,3.13
10636,4.43,6.00,4.20,0.98,832.00,2.20,33.70,-117.79,2.40
10637,5.29,5.00,4.36,1.07,735.00,2.07,33.70,-117.80,1.94
10638,5.17,16.00,5.80,1.02,636.00,2.61,33.70,-117.79,2.28
10639,6.58,15.00,5.93,1.00,890.00,2.82,33.69,-117.79,2.45
10640,8.74,16.00,8.25,1.07,1275.00,3.43,33.69,-117.79,3.40
10641,3.34,13.00,3.92,0.98,630.00,2.13,33.69,-117.80,3.33
10642,4.13,38.00,4.12,1.09,821.00,1.93,33.55,-117.80,4.33
10643,7.87,36.00,6.66,1.07,658.00,2.13,33.56,-117.79,5.00
10644,10.96,24.00,8.32,1.33,1730.00,2.30,33.56,-117.81,5.00
10645,5.84,35.00,5.48,1.14,724.00,1.92,33.55,-117.80,5.00
10646,3.71,33.00,3.53,1.14,167.00,2.39,33.60,-117.77,2.38
10647,4.16,41.00,5.01,1.21,783.00,1.94,33.53,-117.80,5.00
10648,2.30,29.00,4.19,1.36,520.00,1.53,33.54,-117.78,4.50
10649,3.82,39.00,4.54,1.16,1915.00,1.71,33.55,-117.79,4.52
10650,5.09,21.00,6.24,1.11,3173.00,2.27,33.54,-117.75,3.78
10651,4.45,29.00,5.95,1.28,1070.00,1.77,33.51,-117.77,5.00
10652,6.79,28.00,7.39,1.08,617.00,2.25,33.55,-117.77,4.99
10653,4.85,5.00,5.96,1.24,4327.00,2.15,33.57,-117.73,1.94
10654,3.88,16.00,4.00,1.00,15.00,3.00,33.67,-117.86,4.50
10655,2.52,15.00,3.87,1.05,649.00,2.49,33.67,-117.82,3.50
10656,3.80,17.00,4.70,1.15,1454.00,2.60,33.67,-117.83,2.75
10657,6.54,15.00,5.23,0.97,747.00,1.66,33.66,-117.83,2.73
10658,5.34,16.00,4.34,1.06,515.00,1.42,33.66,-117.83,2.92
10659,6.38,24.00,6.38,1.07,1831.00,2.97,33.67,-117.81,2.69
10660,4.00,16.00,5.15,1.01,1022.00,2.07,33.66,-117.80,2.23
10661,10.08,16.00,6.15,0.83,635.00,2.76,33.66,-117.81,3.84
10662,5.88,20.00,6.16,1.06,1192.00,2.58,33.66,-117.81,2.74
10663,6.42,24.00,7.18,1.09,1605.00,2.73,33.66,-117.82,2.78
10664,2.41,11.00,4.20,1.04,6083.00,3.73,33.64,-117.84,1.98
10665,7.79,25.00,6.51,1.03,866.00,2.49,33.61,-117.87,5.00
10666,8.60,15.00,7.14,1.08,930.00,2.08,33.61,-117.86,5.00
10667,10.13,27.00,7.49,1.04,772.00,2.54,33.55,-117.88,5.00
10668,9.05,21.00,7.43,1.01,1443.00,2.51,33.60,-117.84,5.00
10669,7.94,23.00,9.18,1.19,1092.00,3.17,33.62,-117.86,5.00
10670,10.20,17.00,7.48,0.93,1247.00,3.13,33.62,-117.86,5.00
10671,10.39,18.00,6.75,0.97,316.00,2.93,33.62,-117.85,5.00
10672,7.57,14.00,6.48,1.11,1505.00,2.25,33.61,-117.85,5.00
10673,15.00,13.00,7.84,0.99,1865.00,2.82,33.62,-117.85,5.00
10674,5.31,17.00,5.80,1.03,1175.00,2.20,33.63,-117.86,5.00
10675,7.22,28.00,7.31,1.07,1134.00,2.43,33.54,-117.77,5.00
10676,6.93,28.00,6.97,1.02,826.00,2.56,33.54,-117.76,4.66
